First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,SLpM,Str.Acc,SApM,Str.Def,TD Avg,TD Acc,TD Def,Sub. Avg
Roxanne,Modafferi,The Happy Warrior,"5' 7""",125 lbs.,"69.0""",Orthodox,25,21,0,0,3.35,30%,5.7,51%,1.35,23%,30%,0.1
Bobby,Moffett,The Wolfman,"5' 10""",145 lbs.,"73.0""",Orthodox,13,5,0,0,3.41,39%,3.15,61%,2.74,66%,66%,1.4
Bronson,Mohika,,--,135 lbs.,--,,1,1,0,0,0,0%,0,0%,0,0%,0%,0
Nate,Mohr,,"5' 9""",155 lbs.,"72.0""",Orthodox,9,7,0,0,3.79,41%,2.5,74%,0.45,50%,71%,0
Renato,Moicano,,"5' 11""",155 lbs.,"72.0""",Orthodox,17,5,1,0,4.75,47%,4.07,60%,1.66,46%,74%,0.7
Thiago,Moises,,"5' 9""",155 lbs.,"70.0""",Orthodox,17,7,0,0,2.47,39%,4.4,54%,1.53,40%,56%,1.3
Muhammad,Mokaev,The Punisher,"5' 7""",125 lbs.,"70.0""",Orthodox,11,0,0,0,1.12,51%,1.19,52%,6.47,53%,0%,1.3
Ashkan,Mokhtarian,The Assassin,"5' 6""",125 lbs.,"67.0""",Southpaw,13,3,0,0,1.95,43%,3.66,43%,0.54,16%,33%,0
Suman,Mokhtarian,,"5' 8""",145 lbs.,"72.0""",Orthodox,8,5,0,0,2.21,43%,6.85,48%,0,0%,0%,0
Dan,Molina,,"5' 10""",216 lbs.,--,,13,9,0,0,0,0%,5.58,60%,0,0%,0%,20.9
Jeff,Molina,El Jefe,"5' 6""",125 lbs.,"69.0""",Orthodox,11,2,0,0,7.25,48%,5.04,55%,0,0%,66%,0
Rudyard,Moncayo,,"5' 10""",195 lbs.,--,Orthodox,0,3,0,0,0,0%,0,0%,0,0%,0%,0
Hidetaka,Monma,,"6' 0""",168 lbs.,--,Orthodox,18,11,4,0,1.67,25%,9.76,34%,0,0%,0%,0
Jeff,Monson,The Snowman,"5' 9""",247 lbs.,"74.0""",Orthodox,60,26,1,0,0.97,30%,2.87,59%,1.06,12%,66%,0.7
Darrell,Montague,Mongoose,"5' 6""",125 lbs.,"67.0""",Southpaw,13,5,0,0,1.92,25%,5.38,52%,0.72,25%,33%,1.4
Andrew,Montanez,,--,185 lbs.,--,,9,12,1,0,0,0%,0,0%,0,0%,0%,0
Augusto,Montano,Dodger,"6' 1""",170 lbs.,"73.0""",Orthodox,15,3,0,0,3.46,46%,2.66,56%,0,0%,66%,0
Erick,Montano,Perry,"6' 0""",170 lbs.,"73.0""",Orthodox,7,5,0,0,2.79,44%,2.06,64%,2.29,36%,66%,0
Nicco,Montano,,"5' 5""",135 lbs.,"65.0""",Southpaw,5,3,0,0,5.6,41%,4.43,64%,2.25,54%,69%,0.4
Alberto,Montes,The Promise,"5' 7""",135 lbs.,--,,4,0,0,0,0,0%,0,0%,0,0%,0%,0
Steve,Montgomery,The Creepy Weasel,"6' 4""",185 lbs.,--,Southpaw,9,5,0,0,4.85,39%,4.12,47%,0,0%,64%,0
James,Moontasri,Moon Walker,"5' 10""",170 lbs.,"71.0""",Switch,9,5,0,0,2.39,48%,3.86,40%,0,0%,79%,0.2
Homer,Moore,The Rock,"5' 10""",205 lbs.,--,Orthodox,26,9,2,0,0.68,50%,0.68,0%,5.07,66%,0%,0
Todd,Moore,,"5' 9""",170 lbs.,"71.0""",Southpaw,16,7,0,0,1.83,26%,2.3,57%,0.78,14%,54%,0
Nate,Moore,,"6' 0""",170 lbs.,--,,8,4,0,0,2.21,25%,2.87,42%,1.23,16%,25%,0
Dustin,Moore,,"5' 4""",125 lbs.,--,,0,2,0,0,0,0%,0,0%,0,0%,0%,0
Taylor,Moore,,"5' 10""",135 lbs.,"70.0""",Southpaw,10,5,0,0,0.2,75%,2.07,42%,0,0%,25%,0
Sergio,Moraes,The Panther,"6' 0""",170 lbs.,"72.0""",Orthodox,14,6,1,0,2.42,42%,3.73,59%,1.2,38%,75%,0.4
Marlon,Moraes,Magic,"5' 6""",135 lbs.,"67.0""",Orthodox,23,10,1,0,3.37,40%,4.53,54%,0.87,41%,46%,0.3
Sheymon,Moraes,,"5' 8""",145 lbs.,"72.0""",Orthodox,11,4,0,0,3,42%,3.64,63%,0,0%,53%,0
John,Moraga,,"5' 6""",125 lbs.,"66.0""",Orthodox,19,7,0,0,2.57,43%,2.55,56%,0.62,23%,44%,1.1
Ricardo,Morais,The Mutant,"6' 8""",270 lbs.,--,Orthodox,10,4,1,0,2.86,37%,2.39,53%,0,0%,0%,0
Leonardo,Morales,Chimy,"5' 8""",135 lbs.,--,Southpaw,6,2,0,0,2.05,47%,2.05,58%,0,0%,62%,0
Albert,Morales,The Warrior,"5' 9""",135 lbs.,"72.0""",Orthodox,7,4,1,0,3.81,35%,3.96,56%,0.91,35%,70%,0.2
Joseph,Morales,,"5' 6""",125 lbs.,"69.0""",Switch,9,2,0,0,1.58,37%,1.72,60%,0.53,50%,23%,2.6
Vince,Morales,Vandetta,"5' 9""",135 lbs.,"70.0""",Orthodox,11,7,0,0,4.17,37%,4.24,53%,0.14,25%,64%,0
Omar,Morales,Venezuelan Fighter,"5' 11""",155 lbs.,"73.0""",Orthodox,11,4,0,0,3.42,40%,3.18,58%,0.46,100%,63%,0
Michael,Morales,,"6' 0""",170 lbs.,"79.0""",Orthodox,15,0,0,0,5.17,48%,3.54,48%,1.66,45%,91%,0
Sarah,Moras,Cheesecake,"5' 7""",135 lbs.,"67.0""",Orthodox,6,8,0,0,2.28,34%,3.58,50%,0.67,21%,33%,0.8
Christian,Morecraft,,"6' 6""",260 lbs.,"81.0""",Orthodox,8,3,0,0,2.82,34%,2.46,46%,3.26,66%,50%,2.2
Joe,Moreira,,"5' 11""",195 lbs.,--,Southpaw,2,2,0,0,0,0%,0,0%,0,0%,0%,0
Richardson,Moreira,Rick Monstro,"6' 2""",185 lbs.,--,Orthodox,7,4,0,0,1.17,28%,1.83,67%,0,0%,100%,0
Gisele,Moreira,,"5' 6""",135 lbs.,--,Orthodox,8,3,0,0,5.93,42%,6.33,48%,4,57%,0%,0
Vinicius,Moreira,Mamute,"6' 4""",205 lbs.,"76.0""",Orthodox,9,5,0,0,3.15,59%,5.07,43%,1.97,18%,0%,1.3
Jesse,Moreng,Arturo,"5' 7""",145 lbs.,--,Orthodox,9,1,0,0,1.26,40%,2.08,48%,5.56,100%,100%,0
Brandon,Moreno,The Assassin Baby,"5' 7""",125 lbs.,"70.0""",Orthodox,21,7,2,0,3.8,43%,3.4,56%,1.73,45%,64%,0.5
Mike,Moreno,El Palo Duro,"6' 0""",185 lbs.,--,,6,5,0,0,1.27,51%,1.07,58%,0,0%,44%,0
Dan,Moret,The Hitman,"6' 0""",155 lbs.,"73.0""",Southpaw,13,6,0,0,2.67,43%,3.56,43%,1.25,27%,45%,0.4
Sammy,Morgan,The Squeeze,"5' 10""",170 lbs.,--,Orthodox,18,12,0,0,1.05,22%,3.74,40%,1.43,20%,0%,0.5
Peggy,Morgan,The Daywalker,"6' 1""",135 lbs.,--,,4,4,0,0,2.27,23%,8.2,33%,0,0%,50%,0
Alexander,Morgan,The Chess Master,"5' 10""",145 lbs.,"71.0""",Orthodox,11,5,0,0,3.71,44%,2.78,47%,0,0%,0%,0
Alex,Morono,The Great White,"5' 11""",170 lbs.,"72.0""",Orthodox,23,9,0,0,5.02,41%,4.17,58%,0.34,22%,50%,0.3
Maryna,Moroz,Iron Lady,"5' 7""",125 lbs.,"67.0""",Orthodox,11,5,0,0,4.15,31%,4.42,53%,0.67,22%,45%,0.7
Sergey,Morozov,,"5' 6""",135 lbs.,"67.0""",Orthodox,19,5,0,0,3.01,43%,2.97,61%,3.63,31%,68%,0
Brad,Morris,,"6' 2""",205 lbs.,--,Orthodox,10,6,0,0,0.5,62%,6.95,27%,0,0%,0%,0
Scott,Morris,,"5' 10""",210 lbs.,--,Orthodox,2,1,0,0,0,0%,0,0%,0,0%,0%,0
Anthony,Morrison,Cheesesteak,"5' 7""",145 lbs.,--,Orthodox,20,12,0,0,1.7,33%,0.49,80%,0,0%,50%,0
Jack,Morrison,,"5' 11""",205 lbs.,--,,0,3,0,0,0,0%,19.31,40%,0,0%,0%,0
Harry,Moskowitz,Dirty,"6' 5""",275 lbs.,--,Orthodox,6,12,0,0,0,0%,0,0%,0,0%,0%,0
Carlos,Mota,Tizil,"5' 4""",125 lbs.,"69.0""",Orthodox,8,2,0,0,0.8,41%,1.13,54%,0,0%,50%,1
Juan,Mott,,"6' 0""",190 lbs.,--,Switch,3,4,0,0,0,0%,0,0%,0,0%,0%,0
Nikolas,Motta,Iron,"5' 9""",155 lbs.,"70.0""",Orthodox,13,5,0,0,3.4,34%,4.71,58%,0,0%,100%,0
Flavio Luiz,Moura,,"5' 11""",183 lbs.,--,Open Stance,19,7,0,0,0.67,16%,0,0%,0,0%,0%,0
Eduarda,Moura,Ronda,"5' 6""",115 lbs.,"66.0""",Orthodox,10,0,0,0,5.61,67%,0.45,80%,5.34,100%,0%,1.3
Gegard,Mousasi,,"6' 2""",185 lbs.,"76.0""",Orthodox,42,6,2,0,3.75,50%,1.21,68%,1.59,60%,59%,1.1
Kris,Moutinho,,"5' 7""",135 lbs.,"68.0""",Southpaw,9,6,0,0,4.86,32%,15.48,28%,0,0%,0%,0
Kin,Moy,Kong,"5' 5""",135 lbs.,--,,8,3,0,0,2.3,33%,1.93,62%,1.67,42%,50%,1.7
Jamie,Moyle,,"5' 1""",115 lbs.,"65.0""",Orthodox,4,3,0,0,4.51,51%,4,65%,1,21%,50%,0
Askar,Mozharov,,"6' 3""",205 lbs.,"74.0""",Orthodox,19,13,0,0,0.43,18%,4.07,13%,0,0%,33%,0
Garrett,Mueller,,"5' 9""",135 lbs.,--,,3,3,0,0,0,0%,0,0%,0,0%,0%,0
Lauren,Mueller,Princess Tiger,"5' 5""",125 lbs.,"67.0""",Orthodox,5,3,0,0,4.08,41%,3.77,58%,0.7,50%,71%,0
Belal,Muhammad,Remember the Name,"5' 11""",170 lbs.,"72.0""",Orthodox,23,3,0,0,4.55,43%,3.64,57%,1.98,35%,93%,0.2
Fazlo,Mulabitinovic,,--,135 lbs.,--,,4,2,0,0,0.54,16%,0,100%,0,0%,0%,8
Quinn,Mulhern,,"6' 3""",155 lbs.,--,Orthodox,18,4,0,0,1.48,28%,2.09,51%,1.36,20%,33%,0
James,Mulheron,,"5' 10""",243 lbs.,"73.0""",Orthodox,11,2,0,0,2.4,31%,3.47,42%,0,0%,25%,0
Jamie,Mullarkey,,"6' 0""",155 lbs.,"74.0""",Orthodox,17,6,0,0,4.46,47%,4.41,54%,2.46,34%,76%,0.1
Jim,Mullen,,"6' 1""",215 lbs.,--,Southpaw,0,2,0,0,0,0%,0,0%,0,0%,0%,0
Pedro,Munhoz,The Young Punisher,"5' 6""",135 lbs.,"65.0""",Orthodox,20,8,0,0,5.45,43%,6.14,56%,0.47,19%,82%,0.5
Andre,Muniz,Sergipano,"6' 1""",185 lbs.,"78.0""",Southpaw,23,6,0,0,2.17,50%,2.03,53%,2.97,40%,35%,1.5
Mark,Munoz,The Filipino Wrecking Machine,"6' 0""",185 lbs.,"71.0""",Orthodox,14,6,0,0,3.12,51%,2.26,57%,3.17,29%,57%,0.6
Alexander,Munoz,,"5' 9""",155 lbs.,"72.0""",Switch,7,2,0,0,3.7,42%,4.73,55%,3,40%,100%,0
Johnny,Munoz,Kid Kvenbo,"5' 9""",135 lbs.,"71.0""",Orthodox,12,4,0,0,2.44,36%,2.66,55%,2.4,25%,45%,1.8
Andy,Murad,The Tooth Fairy,"5' 9""",185 lbs.,--,,15,2,0,0,2.6,76%,2.87,32%,1,20%,42%,0
Olivier,Murad,Warrior of God,"5' 10""",145 lbs.,"72.0""",Southpaw,6,0,0,0,2.6,36%,2.2,61%,1,100%,55%,0
Makhmud,Muradov,,"6' 2""",185 lbs.,"75.0""",Orthodox,26,8,0,0,4.21,43%,2.56,61%,3.04,66%,77%,0.2
Kazunari,Murakami,,"6' 1""",220 lbs.,--,Orthodox,5,5,0,0,0,0%,0,0%,0,0%,0%,0
Ryuichi,Murata,,"5' 8""",183 lbs.,--,Orthodox,8,3,1,0,0.84,36%,1.89,50%,4.74,50%,100%,3.2
Kanako,Murata,,"5' 1""",115 lbs.,"62.0""",Orthodox,12,3,0,0,2.15,56%,2.4,53%,3.38,56%,100%,0.8
Ailiya,Muratbek,,--,155 lbs.,--,,9,2,0,0,0,0%,0,0%,0,0%,0%,0
Vince,Murdock,,"5' 6""",145 lbs.,"64.0""",Orthodox,12,4,0,0,1.21,21%,7.17,40%,0,0%,0%,0
Samandar,Murodov,,"6' 1""",170 lbs.,"75.0""",Orthodox,8,0,0,0,3.41,80%,0.8,0%,3.01,100%,0%,3
Tom,Murphy,,"6' 2""",227 lbs.,--,Southpaw,8,0,0,0,2.5,71%,0.17,84%,7.51,85%,0%,2.5
Ian,Murphy,,"6' 1""",185 lbs.,--,Orthodox,1,1,0,0,0,0%,1.93,30%,4.13,100%,0%,0
Jon,Murphy,Man of Faith,"6' 3""",260 lbs.,--,Orthodox,6,4,0,0,3.93,66%,8.85,43%,0,0%,0%,0
Lauren,Murphy,Lucky,"5' 5""",125 lbs.,"67.0""",Orthodox,16,6,0,0,4.05,39%,5.25,55%,1.03,25%,69%,0.1
Patrick,Murphy,,"6' 0""",170 lbs.,--,,5,3,0,0,3.4,66%,0.8,42%,0,0%,50%,1
Lerone,Murphy,The Miracle,"5' 9""",145 lbs.,"73.0""",Orthodox,13,0,1,0,3.65,50%,2.4,56%,1.29,46%,46%,0.9
Lee,Murray,Lightning,"6' 3""",185 lbs.,--,Orthodox,8,2,1,0,0.36,15%,3.28,32%,0.9,100%,42%,1.8
Jesse,Murray,Hollywood,"6' 3""",205 lbs.,"78.0""",Orthodox,8,4,0,0,2.38,28%,7.72,43%,0,0%,0%,0
Khalid,Murtazaliev,,"6' 0""",185 lbs.,"76.0""",Orthodox,14,2,0,0,4.8,69%,0.4,78%,7.5,100%,33%,0
Azamat,Murzakanov,The Professional,"5' 10""",205 lbs.,"71.0""",Southpaw,13,0,0,0,4.57,57%,3.12,57%,0.75,16%,83%,0
Nicholas,Musoke,Nico,"6' 0""",170 lbs.,"75.0""",Orthodox,13,5,0,0,3.56,35%,3.8,57%,1.16,19%,82%,0.2
Andre,Mussi,,"6' 3""",242 lbs.,--,Orthodox,11,5,0,0,0,0%,10.59,35%,0,0%,0%,0
Magomed,Mustafaev,The Sniper,"5' 8""",155 lbs.,"71.0""",Orthodox,14,4,0,0,2.59,58%,2.68,41%,3.31,50%,23%,0.4
Max,Mustaki,,"6' 0""",155 lbs.,--,Orthodox,6,3,0,0,8.2,50%,13,45%,0,0%,0%,0
Elvis,Mutapcic,The King,"6' 0""",185 lbs.,"72.0""",Orthodox,15,6,1,0,3.41,40%,4.27,38%,0,0%,81%,0
Fiona,Muxlow,,"5' 4""",145 lbs.,--,,6,3,0,0,1.44,27%,5.45,34%,0,0%,0%,0
Ho Bae,Myeon,,"5' 11""",168 lbs.,--,Orthodox,13,5,1,0,3.16,16%,3.16,83%,0,0%,0%,0
Katsuhiko,Nagata,,"5' 7""",154 lbs.,--,Southpaw,6,7,3,0,1.05,19%,1.5,63%,0.98,28%,28%,0
Yuji,Nagata,,"6' 0""",225 lbs.,--,Orthodox,0,2,0,0,1.45,40%,14.46,4%,0,0%,0%,0
Greg,Nagy,,"6' 1""",210 lbs.,--,Orthodox,1,3,0,0,0.41,50%,2.69,37%,0,0%,0%,1.2
Logan,Nail,,--,185 lbs.,--,,1,1,0,0,1.93,51%,2.27,39%,0,0%,37%,0
Muhammad,Naimov,Hillman,"5' 9""",145 lbs.,"70.0""",Orthodox,10,2,0,0,3.37,46%,4.66,41%,1.58,28%,57%,0
Yukiya,Naito,,"6' 1""",205 lbs.,--,Orthodox,15,6,2,0,1.54,33%,5.13,60%,0,0%,0%,0
Andrews,Nakahara,,"6' 1""",185 lbs.,--,Orthodox,5,4,2,0,2.68,44%,1.9,57%,0,0%,72%,0.4
Rin,Nakai,,"5' 1""",135 lbs.,--,Orthodox,19,2,1,0,1.57,33%,3.9,60%,3,18%,75%,0.5
Kazuhiro,Nakamura,Kaz,"5' 11""",205 lbs.,"70.0""",Orthodox,21,13,0,0,1.56,37%,1.83,59%,1.73,36%,42%,0.6
Keita,Nakamura,K-Taro,"5' 11""",170 lbs.,"73.0""",Southpaw,34,10,2,0,2.23,36%,3.2,58%,1.65,48%,63%,0.3
Daisuke,Nakamura,,"5' 7""",154 lbs.,--,Orthodox,28,19,1,0,0.94,30%,1.38,61%,0.46,40%,30%,3.6
Yusaku,Nakamura,,"5' 5""",145 lbs.,--,,14,4,1,0,1.72,45%,3.67,55%,0,0%,83%,0
Rinya,Nakamura,Hybred,"5' 7""",135 lbs.,"68.0""",Southpaw,8,0,0,0,4.23,54%,1.78,70%,4.23,85%,100%,2.8
Jutaro,Nakao,,"5' 9""",170 lbs.,--,Southpaw,25,19,4,0,0.53,38%,1.06,44%,0.38,50%,56%,0
Yoshihiro,Nakao,Kiss,"6' 0""",220 lbs.,--,Southpaw,9,3,0,0,1.73,35%,2.06,64%,2.69,46%,0%,0.5
Yui Chul,Nam,The Korean Bulldozer,"5' 9""",145 lbs.,--,Orthodox,18,8,1,0,3.53,51%,2,48%,1.33,16%,57%,0.3
Tyson,Nam,,"5' 7""",125 lbs.,"68.0""",Orthodox,21,14,1,0,3.87,33%,4.97,65%,0,0%,87%,0
Rose,Namajunas,Thug,"5' 5""",125 lbs.,"65.0""",Orthodox,12,6,0,0,3.68,40%,3.53,62%,1.49,48%,60%,0.6
Yasuhito,Namekawa,,"5' 9""",205 lbs.,--,Orthodox,25,16,4,0,0.14,50%,3.65,38%,2.11,25%,0%,4.2
Nad,Narimani,Smiler,"5' 8""",145 lbs.,"70.0""",Orthodox,12,4,0,0,3.33,42%,3,58%,1.92,41%,70%,0
Roger,Narvaez,Silverback,"6' 3""",185 lbs.,--,Southpaw,8,3,0,0,2.12,37%,3.32,64%,0,0%,50%,0.9
Fabio,Nascimento,Negao,"5' 10""",185 lbs.,--,Orthodox,11,6,0,0,2.94,38%,4.63,55%,0,0%,55%,0.8
Allan,Nascimento,Puro Osso,"5' 8""",125 lbs.,"69.0""",Orthodox,20,6,0,0,3.21,61%,2.28,50%,1.55,26%,16%,0.9
Rodrigo,Nascimento,Ze Colmeia,"6' 2""",246 lbs.,"80.0""",Orthodox,11,1,0,0,4.31,48%,4.76,43%,1.2,33%,77%,0.7
Bobby,Nash,,"6' 0""",170 lbs.,"74.0""",Orthodox,8,4,0,0,3.42,37%,3.95,51%,2.37,33%,100%,1.6
Reza,Nasri,,"5' 11""",205 lbs.,--,Orthodox,0,1,0,0,0,0%,0,0%,0,0%,0%,0
Nasrudin,Nasrudinov,,"6' 0""",205 lbs.,"71.0""",Orthodox,9,1,0,0,1.03,87%,0.29,75%,2.2,50%,40%,0
Pawel,Nastula,,"6' 0""",230 lbs.,--,Southpaw,5,6,0,0,1.3,43%,1.73,50%,3,60%,0%,1.5
Rafael,Natal,Sapo,"6' 0""",185 lbs.,"77.0""",Orthodox,21,9,1,0,3.1,47%,2.48,57%,2.55,34%,77%,0.5
Kevin,Natividad,Quicksand,"5' 6""",135 lbs.,"70.0""",Orthodox,9,4,0,0,2.68,34%,4.29,47%,3.66,50%,83%,0
Ismail,Naurdiev,The Austrian Wonderboy,"5' 10""",170 lbs.,"74.0""",Orthodox,19,4,0,0,3.17,52%,1.3,68%,1.25,71%,70%,0.2
Danny,Navarro,,"5' 10""",155 lbs.,--,,17,7,0,0,3.83,32%,4.62,57%,2.17,25%,100%,0
Marcio,Navarro,The Locomotive,"6' 0""",155 lbs.,--,,14,14,0,0,0,0%,0,0%,0,0%,0%,0
Tafon,Nchukwi,Da Don,"6' 0""",185 lbs.,"77.0""",Orthodox,6,4,0,0,5.57,52%,4.11,54%,0.76,57%,64%,0
Dustin,Neace,The Beast,"5' 9""",145 lbs.,--,,25,21,1,0,2.08,32%,2.66,56%,0,0%,0%,1.7
Josh,Neal,,"6' 0""",185 lbs.,--,,5,11,0,0,0,0%,0,0%,0,0%,0%,0
Joe,Neal,Nine Lives,"5' 6""",135 lbs.,--,,6,2,0,0,1.87,19%,3.8,66%,0,0%,0%,0
Geoff,Neal,Handz of Steel,"5' 11""",170 lbs.,"75.0""",Southpaw,15,5,0,0,5.22,50%,5.6,58%,0.51,44%,87%,0.1
Stanislav,Nedkov,Stucky,"5' 11""",205 lbs.,"71.0""",Orthodox,12,2,0,0,3.33,43%,5.39,43%,2.77,41%,0%,0
Josh,Neer,The Dentist,"5' 11""",170 lbs.,"72.0""",Orthodox,36,16,1,0,3.29,46%,3.63,58%,1.09,34%,46%,1.3
Nicolae,Negumereanu,,"6' 0""",205 lbs.,"78.0""",Orthodox,13,2,0,0,3.58,41%,5.56,39%,1.02,28%,62%,0
Steve,Nelmark,The Sandman,"6' 0""",240 lbs.,--,Orthodox,2,1,0,0,0,0%,0,0%,0,0%,0%,0
Shane,Nelson,Sugar,"5' 9""",155 lbs.,"70.0""",Southpaw,16,7,0,0,1.38,31%,2.84,61%,1.31,18%,54%,1.6
Roy,Nelson,Big Country,"6' 0""",263 lbs.,"73.0""",Orthodox,22,14,0,0,2.18,36%,4.79,46%,1.14,27%,65%,0.1
Gunnar,Nelson,Gunni,"5' 11""",170 lbs.,"72.0""",Switch,19,5,1,0,1.84,61%,3,49%,1.9,59%,66%,1
Kyle,Nelson,The Monster,"5' 11""",145 lbs.,"71.0""",Switch,15,5,1,0,3.46,44%,4.56,52%,1.15,20%,73%,0.7
Lissette,Neri,,"5' 2""",145 lbs.,--,,6,4,0,0,0,0%,0,0%,0,0%,0%,0
Mario,Neto,Sukata,"6' 0""",229 lbs.,--,Orthodox,13,5,0,0,1.89,50%,1.89,70%,2.84,100%,0%,0
Antonio Braga,Neto,,"6' 3""",185 lbs.,"77.0""",Orthodox,9,3,0,0,1.36,33%,3.92,45%,3.07,37%,0%,0.5
Eduardo,Neves,Bebezao,"6' 2""",263 lbs.,"78.0""",Orthodox,7,2,0,0,7.69,65%,6.15,55%,5.77,66%,0%,0
Julio Cesar,Neves Jr.,Morceguinho,"5' 8""",145 lbs.,--,,33,1,0,0,1.98,35%,4.81,51%,1.06,25%,76%,0
Nick,Newell,Notorious,"5' 10""",155 lbs.,--,Southpaw,14,2,0,0,3.53,46%,4.07,36%,0,0%,33%,0
Journey,Newson,,"5' 5""",135 lbs.,"67.0""",Orthodox,10,5,0,0,2.64,32%,2.57,64%,0.56,16%,43%,0.3
Jeff,Newton,,"6' 2""",205 lbs.,--,Sideways,4,2,0,0,0.28,20%,1.41,52%,0,0%,0%,8.5
Carlos,Newton,The Ronin,"5' 9""",170 lbs.,--,Orthodox,16,14,0,0,0.65,41%,1.55,44%,2.47,70%,43%,0.9
Emanuel,Newton,The Hardcore Kid,"6' 1""",205 lbs.,--,,26,12,1,0,1.92,49%,1.35,51%,2.02,100%,0%,0
Francis,Ngannou,The Predator,"6' 4""",250 lbs.,"83.0""",Orthodox,17,3,0,0,2.33,41%,2.16,41%,0.76,62%,71%,0.3
Ben,Nguyen,Ten,"5' 5""",125 lbs.,"65.0""",Switch,16,8,0,0,3.51,40%,3.01,59%,0.25,33%,63%,1
Steven,Nguyen,The Ninja,"5' 11""",145 lbs.,"73.0""",Switch,9,1,0,0,8.29,43%,7.49,63%,0,0%,83%,0
Alex,Nicholson,The Spartan,"6' 4""",185 lbs.,"77.0""",Orthodox,7,4,0,0,4.12,43%,4.65,47%,0,0%,50%,0.5
Bo,Nickal,,"6' 1""",185 lbs.,"76.0""",Southpaw,5,0,0,0,2.76,62%,0.55,75%,11.04,50%,0%,13.8
Mike,Nickels,,"6' 4""",205 lbs.,--,Orthodox,9,5,0,0,4.44,52%,1.11,64%,11.11,80%,0%,2.8
Matheus,Nicolau,,"5' 6""",125 lbs.,"66.0""",Orthodox,19,4,1,0,3.66,53%,3.14,66%,1.48,45%,93%,0.9
Jaimelene,Nievera,Queenie,"5' 5""",125 lbs.,--,Orthodox,7,4,0,0,1.67,53%,8.73,33%,1.79,16%,0%,0
Khomkrit,Niimi,The Bumblebee,"5' 2""",125 lbs.,--,,6,10,0,0,0,0%,5.73,44%,0,0%,0%,0
Tom,Niinimaki,Stoneface,"5' 9""",145 lbs.,"69.0""",Orthodox,22,8,1,0,1.91,54%,2.31,58%,2.97,46%,33%,0.5
Ramsey,Nijem,,"5' 11""",155 lbs.,"75.0""",Orthodox,9,6,0,0,3.05,44%,1.62,62%,5.32,62%,55%,1.1
Hans,Nijman,,"6' 0""",250 lbs.,--,Switch,9,7,0,0,0,0%,0,0%,0,0%,0%,0
Fedor,Nikolov,,--,--,--,,0,0,0,0,0,0%,0,0%,0,0%,0%,0
Jack,Nilson,,--,--,--,,2,6,0,0,0,0%,0,0%,0,0%,0%,0
Mats,Nilsson,,"6' 1""",170 lbs.,--,Orthodox,11,4,1,0,2.99,39%,5.62,63%,3.87,83%,44%,2.3
Guangyou,Ning,Smasher,"5' 4""",145 lbs.,"64.0""",Southpaw,5,4,1,0,2.66,41%,1.91,61%,1.09,50%,62%,0.3
Soichi,Nishida,,"5' 11""",320 lbs.,--,Orthodox,5,10,1,0,0,0%,0,0%,0,0%,0%,0
Yosuke,Nishijima,,"5' 9""",205 lbs.,--,Orthodox,0,5,0,0,1.72,37%,5.59,56%,0,0%,0%,0
Yamato,Nishikawa,,"5' 7""",155 lbs.,--,Orthodox,21,3,6,0,0,0%,0,0%,0,0%,0%,0
Akiyo,Nishiura,Wicky Akiyo,"5' 8""",139 lbs.,--,Southpaw,13,8,1,0,1.59,57%,1.26,57%,0,0%,52%,0.3
Anthony,Njokuani,The Assassin,"6' 1""",155 lbs.,"75.0""",Orthodox,16,12,0,0,3.94,46%,2.41,65%,0.5,45%,53%,0.2
Chidi,Njokuani,Bang Bang,"6' 3""",185 lbs.,"80.0""",Orthodox,22,10,0,0,4.04,60%,3.19,53%,0,0%,67%,0.3
Derrick,Noble,The Eraser,"5' 9""",170 lbs.,--,Southpaw,27,15,1,0,6.21,40%,3.79,59%,0,0%,0%,0
Kyle,Noblitt,,"6' 2""",243 lbs.,--,,11,2,0,0,0,0%,0,0%,0,0%,0%,0
Pedro,Nobre,The Rock,"5' 5""",135 lbs.,--,,18,4,2,0,1.37,30%,9.16,35%,0,0%,0%,0
Jacob,Noe,Psycho,--,205 lbs.,--,,3,11,0,0,0,0%,0,0%,0,0%,0%,0
Antonio Rodrigo,Nogueira,Minotauro,"6' 3""",240 lbs.,"77.0""",Orthodox,34,10,1,0,1.95,42%,2.4,55%,1.3,29%,36%,2.4
Rogerio,Nogueira,Minotouro,"6' 2""",205 lbs.,"75.0""",Southpaw,23,10,0,0,2.43,35%,2.34,59%,0.64,44%,62%,0.8
Alexandre Franca,Nogueira,Pequeno,"5' 7""",145 lbs.,--,Orthodox,18,6,3,0,0.6,20%,4.18,57%,0,0%,0%,0
Talita,Nogueira,Treta,"5' 10""",145 lbs.,--,,6,0,0,0,0,0%,0,0%,0,0%,0%,0
Kyle,Noke,,"6' 1""",170 lbs.,"76.0""",Southpaw,22,10,1,0,3.23,50%,2.09,64%,1.53,54%,66%,0.8
Tom,Nolan,Big Train,"6' 3""",155 lbs.,"73.0""",Southpaw,6,0,0,0,9.4,54%,1.45,50%,0,0%,0%,0
Nick,Nolte,,"6' 0""",170 lbs.,--,,5,4,0,0,0,0%,0,0%,0,0%,0%,0
KJ,Noons,King,"5' 10""",155 lbs.,"70.0""",Orthodox,13,9,0,0,3.68,35%,3.78,65%,0.08,20%,68%,0
